"X.1","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
21711,"CD1C.6",6.33552434942346e-17,-3.74719389881528,0.001,0.014,2.07412396151425e-12,"CD56+ NK","CD1C"
21712,"TBC1D31.6",6.42995092195515e-17,1.79443091262061,0.013,0.005,2.10503733282968e-12,"CD56+ NK","TBC1D31"
21713,"MRPS33.6",6.67775470203251e-17,-0.498956030607354,0.046,0.076,2.1861633343514e-12,"CD56+ NK","MRPS33"
21714,"C14orf119.6",6.75239418712348e-17,0.849598896926051,0.085,0.06,2.21059880898049e-12,"CD56+ NK","C14orf119"
21715,"SMAGP.6",6.81430661002384e-17,1.19010346682827,0.038,0.021,2.2308676979896e-12,"CD56+ NK","SMAGP"
21716,"SAT1.6",7.00805345148609e-17,-0.871139938329042,0.198,0.249,2.29429653894752e-12,"CD56+ NK","SAT1"
21717,"SPIRE2.6",7.05371557478912e-17,3.4237960492219,0.003,0,2.30924540487446e-12,"CD56+ NK","SPIRE2"
21718,"RNASEH2A.6",7.38481895480441e-17,1.13538188152683,0.044,0.026,2.41764202942387e-12,"CD56+ NK","RNASEH2A"
21719,"MPEG1.6",8.03693880978299e-17,-3.90838454290022,0.001,0.013,2.63113302754675e-12,"CD56+ NK","MPEG1"
21720,"C1QA.6",8.15643736768032e-17,-5.17150626382532,0.001,0.013,2.67025446543118e-12,"CD56+ NK","C1QA"
21721,"ALOX5.6",8.43366258712414e-17,-6.19308610224047,0,0.012,2.7610124577727e-12,"CD56+ NK","ALOX5"
21722,"GPKOW.6",8.81620100379139e-17,1.02568850080006,0.052,0.032,2.88624788462122e-12,"CD56+ NK","GPKOW"
21723,"HES4.6",9.35348793511912e-17,-3.24353091672875,0.001,0.014,3.0621448801993e-12,"CD56+ NK","HES4"
21724,"LMNA.6",1.06108504147631e-16,-2.77936995534882,0.002,0.016,3.47378020878516e-12,"CD56+ NK","LMNA"
21725,"PDLIM2.6",1.11108137814507e-16,0.66814536305373,0.156,0.125,3.63745821577133e-12,"CD56+ NK","PDLIM2"
21726,"AKIRIN1.6",1.15818546034689e-16,-0.426508296187793,0.047,0.078,3.79166756008366e-12,"CD56+ NK","AKIRIN1"
21727,"SCD5.6",1.16863055926892e-16,1.7331784039781,0.01,0.003,3.8258627249346e-12,"CD56+ NK","SCD5"
21728,"TPPP3.6",1.21240765415016e-16,-5.56986173457105,0,0.012,3.9691801781568e-12,"CD56+ NK","TPPP3"
21729,"IL18.6",1.36328594583332e-16,2.33149294205517,0.01,0.003,4.46312552946913e-12,"CD56+ NK","IL18"
21730,"RAB34.6",1.37021936939782e-16,-4.30474773505568,0.001,0.013,4.48582417153458e-12,"CD56+ NK","RAB34"
21731,"FHL1.6",1.44227249154419e-16,-1.90876263410369,0.006,0.022,4.72171168281735e-12,"CD56+ NK","FHL1"
21732,"ACP5.6",1.6178775382403e-16,-1.19276961736377,0.012,0.031,5.29660748469108e-12,"CD56+ NK","ACP5"
21733,"GPR171.6",1.72834318026946e-16,-1.12962808533679,0.012,0.032,5.65824990356615e-12,"CD56+ NK","GPR171"
21734,"SERINC5.6",1.75265437887624e-16,-1.84449260242523,0.005,0.021,5.73783990556503e-12,"CD56+ NK","SERINC5"
21735,"SLA2.6",1.92832266282719e-16,1.05924879286007,0.04,0.023,6.31294273356364e-12,"CD56+ NK","SLA2"
21736,"SLC7A7.6",1.93082773118456e-16,-4.49008547676633,0.001,0.012,6.32114382635202e-12,"CD56+ NK","SLC7A7"
21737,"EEPD1.6",2.16290437606498e-16,-3.5962255502389,0.001,0.014,7.08091634636153e-12,"CD56+ NK","EEPD1"
21738,"UBXN11.6",2.17721485250615e-16,-0.911907403761135,0.016,0.036,7.12776598413464e-12,"CD56+ NK","UBXN11"
21740,"COMMD7.6",2.23411669705987e-16,0.691378429139408,0.147,0.117,7.31405124283459e-12,"CD56+ NK","COMMD7"
21741,"TIMM9.6",2.3460431143276e-16,-0.454297320591305,0.045,0.075,7.6804759476857e-12,"CD56+ NK","TIMM9"
21742,"TINF2.6",2.63888163568702e-16,0.829813413286727,0.093,0.067,8.63917069891215e-12,"CD56+ NK","TINF2"
21743,"EBAG9.6",2.73685531139289e-16,-0.670921879516609,0.03,0.055,8.95991691843803e-12,"CD56+ NK","EBAG9"
21744,"NSG1.6",2.78136371457829e-16,-0.917862167039567,0.013,0.032,9.1056285287864e-12,"CD56+ NK","NSG1"
21745,"RNPEPL1.6",2.84749433655478e-16,0.851090720084574,0.069,0.047,9.32212695901303e-12,"CD56+ NK","RNPEPL1"
21746,"CSK.6",2.86885178367934e-16,0.709218568722787,0.14,0.111,9.39204696940942e-12,"CD56+ NK","CSK"
21747,"RFC2.6",2.96210651345914e-16,1.10964382256624,0.036,0.02,9.69734430376252e-12,"CD56+ NK","RFC2"
21748,"RP5-1028K7.2.6",3.11437235454095e-16,1.22024157788767,0.023,0.011,1.01958322142962e-11,"CD56+ NK","RP5-1028K7.2"
21749,"JUND.6",3.24229182350242e-16,-0.997419338253371,0.03,0.056,1.06146149717822e-11,"CD56+ NK","JUND"
21750,"GBP2.6",3.33273010081493e-16,0.732517010030744,0.125,0.096,1.09106918040479e-11,"CD56+ NK","GBP2"
21751,"MGST2.6",3.35008000065796e-16,1.43458263576069,0.023,0.011,1.0967491906154e-11,"CD56+ NK","MGST2"
21752,"ACP1.6",3.64234115424483e-16,0.587909493271795,0.195,0.164,1.19242964707667e-11,"CD56+ NK","ACP1"
21753,"UQCRB.6",4.06746607820321e-16,-0.328381675225057,0.071,0.107,1.33160704468217e-11,"CD56+ NK","UQCRB"
21754,"RNASEH2B.6",4.08820031805594e-16,-0.334641015327309,0.076,0.113,1.33839502012515e-11,"CD56+ NK","RNASEH2B"
21755,"TRAPPC10.6",4.5002382809217e-16,1.2066579109197,0.031,0.017,1.47328800840815e-11,"CD56+ NK","TRAPPC10"
21756,"TOP1MT.6",5.03483257561575e-16,-2.13720092676043,0.004,0.018,1.64830348860509e-11,"CD56+ NK","TOP1MT"
21757,"NDUFC2.6",5.4396720407635e-16,0.540615193481485,0.206,0.176,1.78083983270515e-11,"CD56+ NK","NDUFC2"
21758,"SLC20A1.6",5.64964855175499e-16,1.23380210190608,0.028,0.014,1.84958194287355e-11,"CD56+ NK","SLC20A1"
21759,"DERL1.6",6.00824666457651e-16,0.979738099880194,0.069,0.047,1.96697979304906e-11,"CD56+ NK","DERL1"
21760,"AC009495.2.6",6.11239961591967e-16,3.26331702472011,0.003,0,2.00107738625978e-11,"CD56+ NK","AC009495.2"
21761,"SPATA9.6",6.24022198917703e-16,5.7505868411877,0.001,0,2.04292387481678e-11,"CD56+ NK","SPATA9"
21762,"IL18R1.6",6.3461773342459e-16,1.58607423685437,0.014,0.006,2.07761153568542e-11,"CD56+ NK","IL18R1"
21763,"CCDC59.6",6.40124681720001e-16,-0.341896069902711,0.042,0.071,2.09564018301494e-11,"CD56+ NK","CCDC59"
21764,"TAPBP.6",6.44606824249463e-16,0.627909610683265,0.137,0.108,2.11031382122789e-11,"CD56+ NK","TAPBP"
21765,"PTP4A2.6",6.45893508498172e-16,0.668258250184435,0.157,0.127,2.11452616812131e-11,"CD56+ NK","PTP4A2"
21767,"LETMD1.6",6.92341743540962e-16,-0.529330386541635,0.039,0.067,2.2665884000044e-11,"CD56+ NK","LETMD1"
21768,"NRROS.6",6.92989384011877e-16,1.28686312075348,0.026,0.013,2.26870864537808e-11,"CD56+ NK","NRROS"
21769,"ATG9B.6",7.21765497669069e-16,-2.5699445457827,0.002,0.016,2.362915886269e-11,"CD56+ NK","ATG9B"
21770,"JTB.6",7.45633455157709e-16,0.390452636887217,0.363,0.349,2.44105480549531e-11,"CD56+ NK","JTB"
21771,"CISH.6",7.51427459885485e-16,-0.653380864471018,0.027,0.051,2.4600232181731e-11,"CD56+ NK","CISH"
21772,"ARMC7.6",7.7756882388239e-16,1.17953575747032,0.032,0.017,2.54560481562617e-11,"CD56+ NK","ARMC7"
21773,"MYO6.6",8.07720493833352e-16,2.12585632042511,0.008,0.002,2.64431535271163e-11,"CD56+ NK","MYO6"
21774,"LTA.6",8.10219815324172e-16,-1.34944643482835,0.009,0.026,2.65249763140827e-11,"CD56+ NK","LTA"
21775,"FAM162A.6",8.30584807339052e-16,-0.306495774151963,0.076,0.114,2.71916854226659e-11,"CD56+ NK","FAM162A"
21776,"GOLIM4.6",8.35345599325649e-16,2.1491666917076,0.008,0.002,2.73475442307231e-11,"CD56+ NK","GOLIM4"
21777,"ENC1.6",8.42101418977655e-16,2.16885842795999,0.008,0.002,2.75687162544905e-11,"CD56+ NK","ENC1"
21778,"CARS.6",8.48076089663934e-16,-0.724834127241597,0.029,0.053,2.77643150234179e-11,"CD56+ NK","CARS"
21779,"DARS.6",8.48930660222831e-16,-0.320118724976577,0.058,0.091,2.7792291954375e-11,"CD56+ NK","DARS"
21780,"RAB8A.6",8.609047367016e-16,0.817071900399829,0.096,0.07,2.8184299270137e-11,"CD56+ NK","RAB8A"
21781,"C8G.6",8.61584188337921e-16,2.5708371728113,0.005,0.001,2.82065431578069e-11,"CD56+ NK","C8G"
21782,"EPB41L4A-AS1.6",8.65133385797891e-16,-0.261798158303905,0.084,0.123,2.83227367842513e-11,"CD56+ NK","EPB41L4A-AS1"
21783,"TMCO1.6",8.68341512222897e-16,0.640282235726249,0.141,0.112,2.84277644271532e-11,"CD56+ NK","TMCO1"
21784,"APOL6.6",8.85384029525396e-16,1.21237313261849,0.033,0.018,2.89857023586024e-11,"CD56+ NK","APOL6"
21785,"CASP8.6",8.99466367546481e-16,0.991100519703735,0.058,0.037,2.94467299407367e-11,"CD56+ NK","CASP8"
21786,"PROCR.6",8.99975178582875e-16,1.93081016198392,0.013,0.005,2.94633873964462e-11,"CD56+ NK","PROCR"
21787,"SCIMP.6",9.06559715955391e-16,-2.291116702841,0.003,0.016,2.96789519809476e-11,"CD56+ NK","SCIMP"
21788,"PDE7A.6",9.17209387413797e-16,-1.31594036419705,0.011,0.029,3.00276009251529e-11,"CD56+ NK","PDE7A"
21789,"SESN2.6",9.19063007727359e-16,1.6846232713022,0.014,0.006,3.00882847469783e-11,"CD56+ NK","SESN2"
21790,"HSCB.6",9.73099883661978e-16,1.15436482777799,0.048,0.03,3.18573439913258e-11,"CD56+ NK","HSCB"
21791,"EVL.6",9.925294102281e-16,0.327620468289836,0.445,0.441,3.24934278320475e-11,"CD56+ NK","EVL"
21792,"PRDM1.6",1.04050554613084e-15,1.66632494147122,0.016,0.007,3.40640705692314e-11,"CD56+ NK","PRDM1"
21793,"MIR4435-1HG.6",1.05573453538931e-15,1.02977919930578,0.031,0.016,3.45626372195753e-11,"CD56+ NK","MIR4435-1HG"
21794,"AC005616.1.6",1.10500555543214e-15,9.55119606402052,0.001,0,3.61756718737375e-11,"CD56+ NK","AC005616.1"
21795,"CCR10.6",1.11148415904994e-15,-3.48895346610219,0.002,0.014,3.6387768398977e-11,"CD56+ NK","CCR10"
21796,"DLG5.6",1.1302192062937e-15,3.19809453532914,0.004,0.001,3.70011163756431e-11,"CD56+ NK","DLG5"
21797,"SLFN12L.6",1.15996309234516e-15,1.27048606469244,0.029,0.016,3.7974871717196e-11,"CD56+ NK","SLFN12L"
21798,"RCN2.6",1.16198855953286e-15,0.763544239300558,0.112,0.085,3.80411814619869e-11,"CD56+ NK","RCN2"
21799,"PLTP.6",1.17485738499303e-15,2.18672753865118,0.008,0.002,3.84624810699019e-11,"CD56+ NK","PLTP"
21800,"PPM1L.6",1.27282942297387e-15,2.32396446513253,0.006,0.002,4.16698896493185e-11,"CD56+ NK","PPM1L"
21801,"TMEM184B.6",1.36843937797716e-15,1.52255544080876,0.021,0.01,4.47999683562162e-11,"CD56+ NK","TMEM184B"
21802,"NACA2.6",1.38376738094986e-15,-0.679645754000643,0.022,0.045,4.53017765175365e-11,"CD56+ NK","NACA2"
21803,"AHCY.6",1.49417883034108e-15,-1.30246396708422,0.01,0.027,4.89164265477064e-11,"CD56+ NK","AHCY"
21804,"RP11-403I13.8.6",1.62248964052115e-15,1.09741149135998,0.04,0.024,5.31170658513813e-11,"CD56+ NK","RP11-403I13.8"
21805,"LSM2.6",1.7976722429495e-15,0.611407441002869,0.178,0.148,5.88521938896806e-11,"CD56+ NK","LSM2"
21806,"UCHL5.6",1.82805889164018e-15,1.07282064886824,0.045,0.027,5.98469919945163e-11,"CD56+ NK","UCHL5"
21807,"ESD.6",1.8542951444782e-15,-0.477563195321552,0.032,0.057,6.07059144399272e-11,"CD56+ NK","ESD"
21808,"NDUFS8.6",1.87248243584269e-15,0.575760303830487,0.2,0.171,6.1301329984618e-11,"CD56+ NK","NDUFS8"
21809,"HNRNPA3.6",1.87833677281963e-15,0.513630126150735,0.23,0.203,6.1492989268569e-11,"CD56+ NK","HNRNPA3"
21810,"RBBP7.6",1.89582766470169e-15,0.771727776270385,0.11,0.083,6.2065606087004e-11,"CD56+ NK","RBBP7"
21811,"NCK2.6",1.95356465623068e-15,-1.46895903573298,0.006,0.021,6.39557997156799e-11,"CD56+ NK","NCK2"
21814,"PTPRE.6",2.23673815171342e-15,1.06794321119704,0.034,0.019,7.3226333610794e-11,"CD56+ NK","PTPRE"
21815,"GOLGA7.6",2.34320676767949e-15,0.700638778511515,0.133,0.104,7.6711903160291e-11,"CD56+ NK","GOLGA7"
21816,"CD27-AS1.6",2.4290163798892e-15,1.41477702312134,0.02,0.009,7.95211382448125e-11,"CD56+ NK","CD27-AS1"
21817,"NMB.6",2.52955635963868e-15,1.38964659305059,0.021,0.01,8.28126161018512e-11,"CD56+ NK","NMB"
21818,"FCER1A.6",2.58365986230176e-15,-5.41981902867026,0.001,0.012,8.4583856572035e-11,"CD56+ NK","FCER1A"
21819,"TMEM179B.6",2.59271967491295e-15,0.648652461261978,0.132,0.104,8.48804567173002e-11,"CD56+ NK","TMEM179B"
21820,"TMED10.6",2.61885784861902e-15,0.680761819158527,0.147,0.119,8.57361682480893e-11,"CD56+ NK","TMED10"
21821,"FCGR2B.6",2.71639567542902e-15,-2.23215447251413,0.003,0.016,8.89293616221951e-11,"CD56+ NK","FCGR2B"
21822,"ZNF90.6",2.76227126578034e-15,-0.85265240235414,0.018,0.038,9.04312366991168e-11,"CD56+ NK","ZNF90"
21823,"PLIN2.6",2.80367969362361e-15,-0.576821869354089,0.028,0.052,9.17868658098499e-11,"CD56+ NK","PLIN2"
21824,"COX6A1.6",2.96962944549199e-15,0.367071770870544,0.34,0.323,9.72197287865167e-11,"CD56+ NK","COX6A1"
21825,"TTC3.6",2.97501906721911e-15,-0.425851568624671,0.044,0.072,9.73961742226192e-11,"CD56+ NK","TTC3"
21826,"VPS26B.6",3.04289088935215e-15,1.07571562842178,0.054,0.035,9.96181619356109e-11,"CD56+ NK","VPS26B"
21827,"CD19.6",3.17474846399554e-15,-3.73341911426395,0.001,0.013,1.03934915214286e-10,"CD56+ NK","CD19"
21828,"PCNP.6",3.36736353348742e-15,-0.251642574054406,0.098,0.139,1.10240747359311e-10,"CD56+ NK","PCNP"
21829,"PHKG2.6",3.49584198576796e-15,1.02138923783011,0.054,0.034,1.14446874930072e-10,"CD56+ NK","PHKG2"
21830,"BPGM.6",3.50172755330739e-15,1.14693029744094,0.039,0.023,1.14639556640177e-10,"CD56+ NK","BPGM"
21831,"CALHM2.6",3.92634917455234e-15,1.08086905029117,0.047,0.029,1.28540819276495e-10,"CD56+ NK","CALHM2"
21832,"IL4R.6",3.93969219894237e-15,-1.33969057989379,0.012,0.029,1.28977643208975e-10,"CD56+ NK","IL4R"
21833,"SIGLEC9.6",4.02906608427981e-15,1.87317482359125,0.012,0.004,1.31903565467152e-10,"CD56+ NK","SIGLEC9"
21834,"LINC00402.6",4.03553239873267e-15,-3.51823336786431,0.001,0.012,1.3211525966971e-10,"CD56+ NK","LINC00402"
21835,"CDKN1C.6",4.51991687775487e-15,-3.54577080567352,0.001,0.012,1.47973038743939e-10,"CD56+ NK","CDKN1C"
21837,"ZBED5-AS1.6",4.55897292716726e-15,-1.97628368047741,0.004,0.018,1.49251655689602e-10,"CD56+ NK","ZBED5-AS1"
21838,"TFAP2E.6",4.7619281588119e-15,2.87185483717837,0.003,0,1.55896004063184e-10,"CD56+ NK","TFAP2E"
21839,"SLC2A10.6",4.92479607271974e-15,5.19911351048412,0.002,0,1.61227973828699e-10,"CD56+ NK","SLC2A10"
21840,"SNORD3A.6",5.36309208147951e-15,2.38741370907281,0.005,0.001,1.75576908563476e-10,"CD56+ NK","SNORD3A"
21841,"TGFBI.6",5.44110576066846e-15,-3.85858346376995,0.001,0.012,1.78130920392764e-10,"CD56+ NK","TGFBI"
21842,"PIGT.6",5.81543740379883e-15,0.928089341053221,0.066,0.044,1.90385789725566e-10,"CD56+ NK","PIGT"
21843,"CACNA2D2.6",5.83256085663693e-15,2.57879955308045,0.006,0.001,1.9094637732458e-10,"CD56+ NK","CACNA2D2"
21844,"SLAMF6.6",5.9273857956432e-15,1.16922686607151,0.033,0.018,1.94050756177767e-10,"CD56+ NK","SLAMF6"
21845,"RFTN1.6",6.04859511572417e-15,1.24083344988075,0.03,0.017,1.98018906898578e-10,"CD56+ NK","RFTN1"
21846,"PDCD5.6",6.15137346111634e-15,-0.279202095529549,0.067,0.101,2.01383664370027e-10,"CD56+ NK","PDCD5"
21847,"APOA1BP.6",6.41332465648991e-15,0.729047548030088,0.116,0.089,2.09959422604167e-10,"CD56+ NK","APOA1BP"
21848,"CCDC88C.6",6.60219500816999e-15,0.815075119728658,0.078,0.055,2.16142660177469e-10,"CD56+ NK","CCDC88C"
21849,"ARHGEF12.6",6.6120563350972e-15,1.70855336080877,0.01,0.004,2.16465500298412e-10,"CD56+ NK","ARHGEF12"
21850,"ITPRIPL1.6",7.05209408756254e-15,2.07942391478667,0.007,0.002,2.30871456238623e-10,"CD56+ NK","ITPRIPL1"
21851,"GABARAPL1.6",7.08157180385199e-15,1.02939480633735,0.041,0.025,2.31836497714507e-10,"CD56+ NK","GABARAPL1"
21852,"ASNA1.6",7.79977894673584e-15,0.708794610425235,0.129,0.101,2.55349163158238e-10,"CD56+ NK","ASNA1"
21853,"PLEKHO2.6",8.44143016668191e-15,1.335730395919,0.022,0.01,2.76355540796832e-10,"CD56+ NK","PLEKHO2"
21854,"TSEN15.6",8.59599076585903e-15,0.991452390769579,0.05,0.032,2.81415545692693e-10,"CD56+ NK","TSEN15"
21856,"SPSB3.6",8.93824966499805e-15,0.632000833431446,0.139,0.111,2.92620417532706e-10,"CD56+ NK","SPSB3"
21857,"HOXB4.6",9.10593029928773e-15,1.47179901952253,0.02,0.01,2.98109946138082e-10,"CD56+ NK","HOXB4"
21858,"KIF21A.6",9.27033271394055e-15,1.30373154713159,0.021,0.01,3.03492152388986e-10,"CD56+ NK","KIF21A"
21859,"NDUFA12.6",9.51918147509226e-15,0.555126005081087,0.207,0.179,3.1163896313157e-10,"CD56+ NK","NDUFA12"
21861,"CTSZ.6",1.08353742798433e-14,-1.4207605221574,0.007,0.022,3.54728483173508e-10,"CD56+ NK","CTSZ"
21862,"NUDT8.6",1.11613478333069e-14,1.44201256859851,0.018,0.008,3.65400205366802e-10,"CD56+ NK","NUDT8"
21863,"DLL1.6",1.15418815179419e-14,2.60765970585101,0.003,0.001,3.77858117134381e-10,"CD56+ NK","DLL1"
21864,"PODN.6",1.15690642212336e-14,3.8891729147456,0.002,0,3.78748024474747e-10,"CD56+ NK","PODN"
21865,"AC140481.2.6",1.16054701581818e-14,3.74864029906604,0.002,0,3.79939882038557e-10,"CD56+ NK","AC140481.2"
21866,"MAFB.6",1.21385661697081e-14,-2.57346789615696,0.001,0.013,3.97392379263904e-10,"CD56+ NK","MAFB"
21867,"CD86.6",1.2300797727973e-14,-4.21428412227015,0.001,0.011,4.02703516018382e-10,"CD56+ NK","CD86"
21868,"ALDH2.6",1.2439044868372e-14,-3.36862031592338,0.001,0.012,4.07229450900763e-10,"CD56+ NK","ALDH2"
21869,"SNHG12.6",1.25216791516511e-14,-0.987440213131677,0.015,0.033,4.09934732066753e-10,"CD56+ NK","SNHG12"
21870,"NR4A1.6",1.25724234301208e-14,-2.55960846206052,0.002,0.014,4.11595998255296e-10,"CD56+ NK","NR4A1"
21871,"BYSL.6",1.28284110219172e-14,1.74219545226635,0.016,0.007,4.19976520035526e-10,"CD56+ NK","BYSL"
21872,"PPAPDC1B.6",1.28655013563235e-14,-1.05010222553926,0.018,0.038,4.21190783403317e-10,"CD56+ NK","PPAPDC1B"
21873,"DNAJC8.6",1.30629504752525e-14,0.564352257275477,0.194,0.166,4.27654872658818e-10,"CD56+ NK","DNAJC8"
21874,"MTHFS.6",1.43613666719702e-14,-0.442080410556984,0.037,0.063,4.70162422106959e-10,"CD56+ NK","MTHFS"
21875,"RP11-277L2.3.6",1.45341524819579e-14,-1.06734473630193,0.01,0.027,4.75819083954336e-10,"CD56+ NK","RP11-277L2.3"
21876,"EFNA5.6",1.51612908901131e-14,3.00958071527509,0.003,0,4.96350341160521e-10,"CD56+ NK","EFNA5"
21877,"LDHA.6",1.5563015652221e-14,0.430339035118415,0.32,0.303,5.0950200642241e-10,"CD56+ NK","LDHA"
21878,"STK17B.6",1.5836035306942e-14,-0.353480737655576,0.04,0.067,5.18440123878666e-10,"CD56+ NK","STK17B"
21879,"CDCA7L.6",1.5953034288493e-14,-2.49677562130324,0.002,0.014,5.22270436536685e-10,"CD56+ NK","CDCA7L"
21880,"EBPL.6",1.60714994798939e-14,-0.479585130467864,0.047,0.076,5.26148749972768e-10,"CD56+ NK","EBPL"
21881,"PDLIM1.6",1.61088188350459e-14,0.778582171461508,0.048,0.03,5.27370511021733e-10,"CD56+ NK","PDLIM1"
21882,"PDCD4-AS1.6",1.67361798507431e-14,-1.04079144151431,0.011,0.028,5.47909055953628e-10,"CD56+ NK","PDCD4-AS1"
21883,"ANAPC11.6",1.68930791345207e-14,0.531525217942438,0.206,0.178,5.53045624705938e-10,"CD56+ NK","ANAPC11"
21884,"POMP.6",1.7802631533974e-14,0.762201122204915,0.11,0.085,5.82822551159242e-10,"CD56+ NK","POMP"
21885,"EBF4.6",1.79648897340544e-14,2.37917088053982,0.005,0.001,5.88134560113472e-10,"CD56+ NK","EBF4"
21886,"KLF4.6",1.83098459620491e-14,-3.74199136388065,0.001,0.011,5.99427737105562e-10,"CD56+ NK","KLF4"
21887,"NFKBIZ.6",1.87367490138474e-14,-1.04820001941794,0.014,0.033,6.13403689215336e-10,"CD56+ NK","NFKBIZ"
21888,"GAPT.6",1.95431925977508e-14,-4.92295798235903,0.001,0.011,6.39805039265165e-10,"CD56+ NK","GAPT"
21889,"KCNN4.6",2.17830392447959e-14,-3.32184036497575,0.002,0.013,7.13133138796129e-10,"CD56+ NK","KCNN4"
21890,"MAP1LC3B.6",2.22492937736195e-14,0.616044536901403,0.174,0.146,7.28397379560754e-10,"CD56+ NK","MAP1LC3B"
21891,"ATP1B3.6",2.25244425119801e-14,0.804713945116729,0.102,0.077,7.37405198957206e-10,"CD56+ NK","ATP1B3"
21892,"USE1.6",2.34654017284616e-14,-0.324826627706424,0.055,0.085,7.68210321786375e-10,"CD56+ NK","USE1"
21893,"GLTP.6",2.49677050913141e-14,1.12006940686667,0.032,0.018,8.17392729279443e-10,"CD56+ NK","GLTP"
21894,"TMEM160.6",2.52365902259352e-14,0.512894086302772,0.2,0.172,8.26195490816665e-10,"CD56+ NK","TMEM160"
21895,"IKBIP.6",2.63511798126737e-14,1.20010856092247,0.032,0.018,8.62684924707312e-10,"CD56+ NK","IKBIP"
21896,"EIF2B2.6",2.66983620320492e-14,1.05598858772958,0.037,0.022,8.74050976205228e-10,"CD56+ NK","EIF2B2"
21897,"IFT57.6",2.67051541866493e-14,-0.747224011530883,0.022,0.042,8.74273337762526e-10,"CD56+ NK","IFT57"
21898,"C5AR1.6",2.76117092602805e-14,-4.77490298890997,0,0.01,9.03952137763063e-10,"CD56+ NK","C5AR1"
21899,"C1orf123.6",2.78388987830521e-14,0.77576109202665,0.104,0.079,9.11389868359561e-10,"CD56+ NK","C1orf123"
21902,"TMX4.6",3.18347336411234e-14,0.82903846469295,0.074,0.052,1.0422055099431e-09,"CD56+ NK","TMX4"
21903,"PRAM1.6",3.23328096834434e-14,-2.71340817729163,0.002,0.013,1.05851152341657e-09,"CD56+ NK","PRAM1"
21904,"PHF1.6",3.33096243290858e-14,-0.419616721573933,0.046,0.074,1.09049048128561e-09,"CD56+ NK","PHF1"
21905,"RP11-51J9.5.6",3.48973253382295e-14,-0.410997555071046,0.052,0.082,1.14246863692296e-09,"CD56+ NK","RP11-51J9.5"
21906,"ATP6V1F.6",3.59273095740578e-14,0.410758626639055,0.283,0.26,1.1761882608355e-09,"CD56+ NK","ATP6V1F"
21907,"HIST1H2BB.6",3.75208847738019e-14,1.66951663568687,0.012,0.004,1.22835872572473e-09,"CD56+ NK","HIST1H2BB"
21908,"SPIN4.6",3.77681177503601e-14,2.35620320266059,0.005,0.001,1.23645263891129e-09,"CD56+ NK","SPIN4"
21909,"SPCS3.6",3.80708568698082e-14,0.803149340736056,0.081,0.058,1.24636371220378e-09,"CD56+ NK","SPCS3"
21910,"POU2AF1.6",3.81096980737668e-14,-5.32907589643918,0,0.01,1.24763529553898e-09,"CD56+ NK","POU2AF1"
21911,"DPP4.6",3.944311391757e-14,-2.56174540643268,0.002,0.014,1.29128866343341e-09,"CD56+ NK","DPP4"
21912,"CDA.6",4.05318705691704e-14,-4.91147447114338,0,0.01,1.3269323786935e-09,"CD56+ NK","CDA"
21913,"FNDC3B.6",4.16718704264788e-14,1.80685115278168,0.012,0.005,1.36425369402206e-09,"CD56+ NK","FNDC3B"
21914,"TNFAIP8L2.6",4.23956117829188e-14,0.936240071180134,0.074,0.052,1.3879475385492e-09,"CD56+ NK","TNFAIP8L2"
21915,"SETD3.6",4.52028643014515e-14,1.18846315041414,0.029,0.016,1.47985137150092e-09,"CD56+ NK","SETD3"
21916,"BLNK.6",4.67548881669302e-14,-4.64381527579963,0,0.01,1.53066152880896e-09,"CD56+ NK","BLNK"
21917,"RP11-254F7.2.6",4.85341364588578e-14,2.01063191409085,0.008,0.002,1.58891055939009e-09,"CD56+ NK","RP11-254F7.2"
21918,"HRH2.6",4.97381242355629e-14,-3.83544713279844,0.001,0.011,1.62832671122386e-09,"CD56+ NK","HRH2"
21919,"CD58.6",4.98344623147446e-14,1.13549896513691,0.043,0.026,1.63148062726011e-09,"CD56+ NK","CD58"
21921,"CYCS.6",5.21081120938927e-14,0.557460518779385,0.202,0.175,1.70591537372986e-09,"CD56+ NK","CYCS"
21922,"HSD17B8.6",5.21703956419801e-14,-0.500873853024965,0.029,0.052,1.70795441252714e-09,"CD56+ NK","HSD17B8"
21923,"CD300LF.6",5.52571126902376e-14,-5.48315647969579,0,0.01,1.809007355253e-09,"CD56+ NK","CD300LF"
21924,"SLC2A8.6",6.06927919690138e-14,1.53803564571174,0.013,0.005,1.98696062348157e-09,"CD56+ NK","SLC2A8"
21925,"ICAM4.6",6.41861668020876e-14,-2.68255133277275,0.001,0.012,2.10132672876674e-09,"CD56+ NK","ICAM4"
21926,"RNF126.6",6.55410512488801e-14,0.618327487244704,0.172,0.145,2.14568293578584e-09,"CD56+ NK","RNF126"
21927,"ATG4D.6",7.21387266402985e-14,1.01601714219086,0.039,0.023,2.36167763275009e-09,"CD56+ NK","ATG4D"
21928,"PTPRA.6",7.26503283015242e-14,0.902088289392598,0.063,0.043,2.3784264479353e-09,"CD56+ NK","PTPRA"
21929,"DNAJB9.6",7.32507233789864e-14,-0.357032410667098,0.042,0.069,2.39808218198126e-09,"CD56+ NK","DNAJB9"
21930,"MX1.6",7.40402371398802e-14,-0.941703838979153,0.016,0.034,2.4239292834854e-09,"CD56+ NK","MX1"
